Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
1013.270856,482.49,1780041,1013.269754,-1.103,-1.088,C68 H46 K O5 S ,68,46,1,0,0,5,1
1013.286808,405.37,1757515,1013.287264,0.455,0.449,C77 H41 O S    ,77,41,0,0,0,1,1
1013.774264,218.29,2539893,1013.774524,0.259,0.256,C72 H101 O3    ,72,101,0,0,0,3,0
1014.44171,401.13,1356205,1014.44179,0.08,0.079,C75 H56 N3 O   ,75,56,0,3,0,1,0
1014.757978,146.63,3994056,1014.757623,-0.355,-0.35,C68 H101 K N3 O,68,101,1,3,0,1,0
1015.263937,606.35,1272307,1015.263157,-0.78,-0.768,C79 H35 O2     ,79,35,0,0,0,2,0
1015.680035,189.44,10375702,1015.681017,0.982,0.967,C69 H91 O6     ,69,91,0,0,0,6,0
1015.717584,138.35,13865497,1015.717403,-0.182,-0.179,C70 H95 O5     ,70,95,0,0,0,5,0
1016.46274,-1000.0,1178199,1016.463313,0.573,0.564,C68 H62 N3 O6  ,68,62,0,3,0,6,0
1016.625484,-1000.0,1172068,1016.624624,-0.86,-0.845,C63 H86 N O10  ,63,86,0,1,0,10,0
1016.921517,178.06,1164925,1016.921582,0.065,0.064,C64 H122 N O7  ,64,122,0,1,0,7,0
1017.264668,500.48,2065049,1017.264888,0.22,0.216,C76 H33 N4 O   ,76,33,0,4,0,1,0
1017.921151,-1000.0,1194702,1017.920853,-0.298,-0.292,C68 H121 O5    ,68,121,0,0,0,5,0
1019.711789,508.89,2392925,1019.712317,0.528,0.518,C69 H95 O6     ,69,95,0,0,0,6,0
1019.993017,-1000.0,1138547,1019.994018,1.001,0.982,C66 H131 O6    ,66,131,0,0,0,6,0
1020.712602,434.26,1135531,1020.713439,0.838,0.821,C61 H98 N O11  ,61,98,0,1,0,11,0
1020.722915,319.08,7967660,1020.722822,-0.093,-0.091,C72 H94 N O3   ,72,94,0,1,0,3,0
1020.818388,-1000.0,1391539,1020.817688,-0.7,-0.686,C66 H111 N Na O3 S,66,111,0,1,1,3,1
1022.247722,247.46,4052000,1022.247841,0.119,0.117,C80 H32 N O    ,80,32,0,1,0,1,0
1022.466314,-1000.0,1145905,1022.465599,-0.715,-0.699,C72 H61 N3 Na O2,72,61,0,3,1,2,0
1022.746999,434.48,5026886,1022.7473,0.301,0.294,C69 H97 N3 Na O2,69,97,0,3,1,2,0
1022.764137,446.1,1647687,1022.763069,-1.067,-1.044,C60 H105 N Na O10,60,105,0,1,1,10,0
1022.774985,95.16,11572296,1022.774858,-0.127,-0.124,C73 H100 N O2  ,73,100,0,1,0,2,0
1023.163846,-1000.0,1272933,1023.164959,1.113,1.088,C71 H27 O9     ,71,27,0,0,0,9,0
1023.245266,368.63,3265643,1023.244208,-1.058,-1.034,C71 H40 K N2 O2 S,71,40,1,2,0,2,1
1023.664354,762.03,1606794,1023.664973,0.619,0.604,C74 H87 O3     ,74,87,0,0,0,3,0
1023.74538,355.96,5149840,1023.744955,-0.426,-0.416,C70 H95 N4 O2  ,70,95,0,4,0,2,0
1024.243525,466.04,2266293,1024.244212,0.687,0.671,C71 H34 N3 O6  ,71,34,0,3,0,6,0
1024.509965,370.09,1135816,1024.509772,-0.192,-0.188,C71 H71 N Na O2 S,71,71,0,1,1,2,1
1024.791125,506.81,1844444,1024.790508,-0.617,-0.602,C73 H102 N O2  ,73,102,0,1,0,2,0
1025.680299,67.2,11965724,1025.680623,0.324,0.316,C74 H89 O3     ,74,89,0,0,0,3,0
1026.51244,436.48,1197398,1026.512572,0.132,0.129,C69 H72 N O5 S ,69,72,0,1,0,5,1
1027.089283,-1000.0,1140094,1027.08822,-1.063,-1.035,C60 H28 K O13 S,60,28,1,0,0,13,1
1027.231861,580.14,2008456,1027.232645,0.783,0.762,C72 H35 O8     ,72,35,0,0,0,8,0
1027.645282,158.09,1938853,1027.644632,-0.651,-0.633,C69 H87 O7     ,69,87,0,0,0,7,0
1027.790148,531.53,2119087,1027.790174,0.026,0.025,C73 H103 O3    ,73,103,0,0,0,3,0
1028.824218,-1000.0,1236468,1028.825179,0.962,0.935,C70 H110 N O2 S,70,110,0,1,0,2,1
1029.26523,385.6,1185297,1029.264888,-0.342,-0.333,C77 H33 N4 O   ,77,33,0,4,0,1,0
1029.273861,328.97,5928466,1029.274784,0.923,0.896,C75 H37 N2 O4  ,75,37,0,2,0,4,0
1029.504257,-1000.0,1148449,1029.503959,-0.299,-0.29,C74 H70 Na O S ,74,70,0,0,1,1,1
1029.649064,-1000.0,1170987,1029.64798,-1.084,-1.053,C69 H86 N2 Na O4,69,86,0,2,1,4,0
1029.767174,448.33,1219122,1029.767032,-0.141,-0.137,C70 H102 Na O4 ,70,102,0,0,1,4,0
1029.773504,264.13,6641203,1029.772809,-0.694,-0.674,C69 H105 O4 S  ,69,105,0,0,0,4,1
1029.777302,315.6,2479667,1029.778266,0.964,0.936,C69 H102 N2 Na O3,69,102,0,2,1,3,0
1030.261461,371.09,1316434,1030.262171,0.71,0.689,C72 H40 N O5 S ,72,40,0,1,0,5,1
1030.272463,137.7,8771155,1030.27165,-0.812,-0.789,C77 H37 N Na O2,77,37,0,1,1,2,0
1030.335214,-1000.0,1142359,1030.334942,-0.272,-0.264,C74 H48 N O3 S ,74,48,0,1,0,3,1
1030.742822,262.9,2356849,1030.743558,0.735,0.713,C74 H96 N O2   ,74,96,0,1,0,2,0
1030.766585,258.18,1857139,1030.765653,-0.932,-0.904,C66 H105 N Na O4 S,66,105,0,1,1,4,1
1030.771281,176.37,8771187,1030.77056,-0.721,-0.7,C64 H104 N O9  ,64,104,0,1,0,9,0
1031.262138,146.21,1650322,1031.261443,-0.695,-0.674,C76 H39 O3 S   ,76,39,0,0,0,3,1
1031.264071,206.25,1586834,1031.263945,-0.126,-0.122,C72 H39 O8     ,72,39,0,0,0,8,0
1031.576631,657.67,1205926,1031.576158,-0.473,-0.459,C77 H75 O2     ,77,75,0,0,0,2,0
1031.759977,261.94,1160882,1031.759936,-0.041,-0.04,C70 H99 N2 O4  ,70,99,0,2,0,4,0
1031.770582,249.48,4617906,1031.771169,0.588,0.57,C69 H99 N4 O3  ,69,99,0,4,0,3,0
1032.25917,175.19,1267409,1032.259194,0.023,0.023,C71 H38 N O8   ,71,38,0,1,0,8,0
1032.270241,341.38,2422481,1032.269694,-0.547,-0.53,C74 H43 K N O S,74,43,1,1,0,1,1
1032.27465,169.84,1853138,1032.27445,-0.2,-0.194,C75 H38 N O5   ,75,38,0,1,0,5,0
1032.750636,320.54,1693423,1032.749825,-0.811,-0.785,C63 H102 N O10 ,63,102,0,1,0,10,0
1033.563568,337.02,1472288,1033.56425,0.682,0.66,C73 H74 N2 Na O2,73,74,0,2,1,2,0
1033.568262,101.64,9082656,1033.568425,0.163,0.158,C75 H78 K O    ,75,78,1,0,0,1,0
1033.691377,619.55,1619751,1033.691582,0.205,0.198,C69 H93 O7     ,69,93,0,0,0,7,0
1033.809545,-1000.0,1144622,1033.809566,0.021,0.02,C69 H106 N2 Na O3,69,106,0,2,1,3,0
1035.240387,-1000.0,1183618,1035.240684,0.297,0.287,C78 H32 N2 Na O,78,32,0,2,1,1,0
1035.394611,-1000.0,1267595,1035.394505,-0.106,-0.102,C77 H51 N2 O2  ,77,51,0,2,0,2,0
1035.656585,319.76,2299802,1035.656195,-0.39,-0.377,C69 H92 K N2 O S,69,92,1,2,0,1,1
1035.707192,124.62,3774365,1035.707232,0.039,0.038,C69 H95 O7     ,69,95,0,0,0,7,0
1035.730933,661.21,1257374,1035.731316,0.383,0.37,C70 H96 N2 Na O3,70,96,0,2,1,3,0
1035.905113,-1000.0,1517480,1035.904012,-1.101,-1.063,C61 H124 K N2 O7,61,124,1,2,0,7,0
1036.761437,575.38,1148887,1036.760961,-0.475,-0.458,C61 H107 N Na O8 S,61,107,0,1,1,8,1
1036.790367,154.6,2316249,1036.790508,0.141,0.136,C74 H102 N O2  ,74,102,0,1,0,2,0
1037.274314,-1000.0,1298419,1037.274509,0.195,0.188,C71 H41 O9     ,71,41,0,0,0,9,0
1037.746412,69.78,8476684,1037.746966,0.554,0.534,C70 H98 N2 Na O3,70,98,0,2,1,3,0
1037.786182,596.95,1253391,1037.785757,-0.425,-0.409,C73 H101 N2 O2 ,73,101,0,2,0,2,0
1037.996188,-1000.0,1282074,1037.996304,0.116,0.112,C71 H130 Na O2 ,71,130,0,0,1,2,0
1038.704823,500.67,1142847,1038.705829,1.006,0.968,C68 H93 N3 Na O4,68,93,0,3,1,4,0
1040.599445,-1000.0,1271966,1040.598587,-0.858,-0.825,C70 H83 N Na O3 S,70,83,0,1,1,3,1
1040.925331,-1000.0,1292462,1040.924536,-0.794,-0.763,C70 H119 N3 Na O,70,119,0,3,1,1,0
1041.234532,-1000.0,1233085,1041.233643,-0.889,-0.854,C74 H38 K N2 O S,74,38,1,2,0,1,1
1041.732272,701.68,1224917,1041.733053,0.78,0.749,C72 H97 O5     ,72,97,0,0,0,5,0
1041.805968,213.88,1669336,1041.805824,-0.144,-0.138,C74 H105 O3    ,74,105,0,0,0,3,0
1042.808477,-1000.0,2013446,1042.807911,-0.565,-0.542,C61 H113 N Na O8 S,61,113,0,1,1,8,1
1043.748977,725.77,5888304,1043.748703,-0.274,-0.262,C72 H99 O5     ,72,99,0,0,0,5,0
1044.759758,410.28,1800539,1044.759208,-0.55,-0.527,C75 H98 N O2   ,75,98,0,1,0,2,0
1045.655252,66.55,11016576,1045.655196,-0.055,-0.053,C69 H89 O8     ,69,89,0,0,0,8,0
1046.652965,505.48,1186215,1046.6534,0.434,0.415,C72 H85 N3 Na O2,72,85,0,3,1,2,0
1046.719834,126.37,1927594,1046.720714,0.88,0.841,C74 H96 N O S  ,74,96,0,1,0,1,1
1046.741274,24.28,37329324,1046.741844,0.57,0.545,C71 H100 N O3 S,71,100,0,1,0,3,1
1049.67216,130.18,2009621,1049.671845,-0.315,-0.3,C70 H94 K N2 O S,70,94,1,2,0,1,1
1049.935841,-1000.0,1229341,1049.934767,-1.075,-1.024,C69 H122 N2 Na O3,69,122,0,2,1,3,0
1050.806131,-1000.0,1186362,1050.806158,0.027,0.025,C75 H104 N O2  ,75,104,0,1,0,2,0
1053.716528,-1000.0,1159824,1053.715391,-1.137,-1.079,C67 H98 Na O8  ,67,98,0,0,1,8,0
1054.302146,233.64,10345119,1054.301058,-1.087,-1.031,C71 H44 N O9   ,71,44,0,1,0,9,0
1055.296272,294.02,1301177,1055.295423,-0.85,-0.805,C77 H44 Na O2 S,77,44,0,0,1,2,1
1055.301409,384.32,7428794,1055.301668,0.259,0.245,C76 H39 N4 O3  ,76,39,0,4,0,3,0
1055.749134,483.63,4004549,1055.748703,-0.431,-0.408,C73 H99 O5     ,73,99,0,0,0,5,0
1055.821193,-1000.0,1190598,1055.821474,0.281,0.266,C75 H107 O3    ,75,107,0,0,0,3,0
1056.298278,318.0,6036178,1056.298534,0.256,0.242,C78 H39 N3 Na O,78,39,0,3,1,1,0
1057.297817,202.42,3029737,1057.298222,0.405,0.383,C75 H45 O5 S   ,75,45,0,0,0,5,1
1057.941228,-1000.0,1256183,1057.942258,1.029,0.973,C73 H121 N2 O2 ,73,121,0,2,0,2,0
1058.775547,141.53,2112265,1058.774858,-0.689,-0.651,C76 H100 N O2  ,76,100,0,1,0,2,0
1059.215685,442.7,2972434,1059.216601,0.915,0.864,C79 H31 O5     ,79,31,0,0,0,5,0
1059.257152,281.06,146905872,1059.256357,-0.794,-0.75,C77 H39 O4 S   ,77,39,0,0,0,4,1
1059.271182,362.57,2956051,1059.271613,0.431,0.407,C81 H39 O S    ,81,39,0,0,0,1,1
1059.39273,-1000.0,1393430,1059.3921,-0.631,-0.595,C77 H52 N2 Na O2,77,52,0,2,1,2,0
1059.706306,197.57,5413660,1059.707232,0.925,0.873,C71 H95 O7     ,71,95,0,0,0,7,0
1059.756993,318.18,4332317,1059.756468,-0.525,-0.496,C74 H100 Na O3 ,74,100,0,0,1,3,0
1060.234951,462.02,3824422,1060.235933,0.982,0.926,C79 H31 N3 Na O,79,31,0,3,1,1,0
1060.25684,369.44,92904232,1060.257063,0.222,0.21,C76 H35 N3 Na O3,76,35,0,3,1,3,0
1060.699841,480.36,1233711,1060.699979,0.138,0.13,C74 H94 N O2 S ,74,94,0,1,0,2,1
1060.747323,298.54,1194800,1060.747694,0.371,0.35,C68 H99 N3 Na O5,68,99,0,3,1,5,0
1060.755848,137.63,6159152,1060.755088,-0.76,-0.716,C70 H103 N Na O3 S,70,103,0,1,1,3,1
1061.245628,383.09,5823289,1061.245101,-0.527,-0.496,C81 H34 Na O2  ,81,34,0,0,1,2,0
1061.249469,290.0,8346425,1061.248472,-0.997,-0.94,C78 H38 Na O2 S,78,38,0,0,1,2,1
1061.254238,391.91,57776952,1061.254717,0.479,0.452,C77 H33 N4 O3  ,77,33,0,4,0,3,0
1061.755368,186.17,3472194,1061.75436,-1.008,-0.95,C74 H102 Na O S,74,102,0,0,1,1,1
1062.211559,-1000.0,1407817,1062.212243,0.685,0.645,C74 H32 N O8   ,74,32,0,1,0,8,0
1062.253286,328.1,36805452,1062.253989,0.703,0.662,C81 H32 N3 O   ,81,32,0,3,0,1,0
1062.935037,-1000.0,1141589,1062.934038,-0.999,-0.94,C74 H121 N Na O,74,121,0,1,1,1,0
1063.24333,268.97,2067290,1063.243145,-0.185,-0.174,C78 H40 K O S  ,78,40,1,0,0,1,1
1063.244878,348.2,2078042,1063.245495,0.617,0.58,C77 H36 Na O5  ,77,36,0,0,1,5,0
1063.48164,576.23,1303390,1063.480915,-0.725,-0.682,C75 H64 N2 Na O3,75,64,0,2,1,3,0
1063.681021,-1000.0,1217377,1063.681017,-0.004,-0.004,C73 H91 O6     ,73,91,0,0,0,6,0
1063.688673,-1000.0,1956705,1063.688228,-0.445,-0.418,C67 H91 N4 O7  ,67,91,0,4,0,7,0
1063.854724,552.13,1194852,1063.854899,0.175,0.165,C68 H111 N4 O5 ,68,111,0,4,0,5,0
1063.991774,-1000.0,1206118,1063.990977,-0.797,-0.749,C73 H132 K O   ,73,132,1,0,0,1,0
1064.243213,440.95,1448810,1064.24315,-0.063,-0.059,C78 H34 N O5   ,78,34,0,1,0,5,0
1065.246961,443.88,1543032,1065.245793,-1.169,-1.097,C79 H37 O3 S   ,79,37,0,0,0,3,1
1065.598485,-1000.0,1289085,1065.597859,-0.626,-0.587,C76 H82 Na O S ,76,82,0,0,1,1,1
1065.796102,536.01,1383295,1065.797045,0.943,0.885,C70 H110 K N2 O S,70,110,1,2,0,1,1
1066.283446,455.88,6183814,1066.282884,-0.563,-0.528,C79 H37 N3 Na O,79,37,0,3,1,1,0
1066.783237,300.98,8821644,1066.783315,0.078,0.073,C75 H104 N O S ,75,104,0,1,0,1,1
1067.275266,274.8,1403794,1067.274445,-0.821,-0.769,C78 H44 K O S  ,78,44,1,0,0,1,1
1067.281585,276.56,9771922,1067.280538,-1.047,-0.981,C80 H35 N4 O   ,80,35,0,4,0,1,0
1067.29052,142.84,1948562,1067.290434,-0.086,-0.081,C78 H39 N2 O4  ,78,39,0,2,0,4,0
1067.475606,-1000.0,1237909,1067.475829,0.224,0.209,C74 H64 N2 Na O4,74,64,0,2,1,4,0
1067.770697,371.48,1526680,1067.771169,0.473,0.443,C72 H99 N4 O3  ,72,99,0,4,0,3,0
1067.781321,163.63,10017688,1067.781065,-0.256,-0.239,C70 H103 N2 O6 ,70,103,0,2,0,6,0
1067.869488,182.62,2194329,1067.869093,-0.395,-0.37,C76 H111 N2 O  ,76,111,0,2,0,1,0
1068.265972,371.72,1366942,1068.266323,0.351,0.328,C80 H39 K N O  ,80,39,1,1,0,1,0
1068.270432,330.77,1473438,1068.269694,-0.738,-0.691,C77 H43 K N O S,77,43,1,1,0,1,1
1068.280414,192.52,4963230,1068.280323,-0.091,-0.085,C71 H42 N O10  ,71,42,0,1,0,10,0
1068.3541,195.54,4406175,1068.353094,-1.006,-0.942,C73 H50 N O8   ,73,50,0,1,0,8,0
1068.681805,-1000.0,1194915,1068.682414,0.609,0.57,C70 H90 N3 O6  ,70,90,0,3,0,6,0
1068.770706,112.81,2272164,1068.770441,-0.265,-0.248,C76 H98 N3 O   ,76,98,0,3,0,1,0
1069.260942,144.26,2513833,1069.261572,0.63,0.589,C79 H38 K N2 O ,79,38,1,2,0,1,0
1069.353497,370.02,3038122,1069.353703,0.206,0.192,C78 H45 N4 O2  ,78,45,0,4,0,2,0
1069.780434,233.51,2595758,1069.779609,-0.825,-0.772,C78 H101 O2    ,78,101,0,0,0,2,0
1069.836838,174.45,3201967,1069.837124,0.286,0.267,C76 H109 O3    ,76,109,0,0,0,3,0
1070.350134,352.23,1962932,1070.350721,0.587,0.549,C77 H49 K N3 O ,77,49,1,3,0,1,0
1070.757725,510.01,1231800,1070.757196,-0.528,-0.494,C71 H101 N Na O5,71,101,0,1,1,5,0
1070.762379,412.46,1567672,1070.762973,0.594,0.555,C70 H104 N O5 S,70,104,0,1,0,5,1
1071.463055,-1000.0,1147838,1071.463254,0.199,0.186,C77 H59 N4 O2  ,77,59,0,4,0,2,0
1072.348328,-1000.0,1190854,1072.348009,-0.319,-0.297,C72 H50 N O9   ,72,50,0,1,0,9,0
1072.743571,460.97,1195466,1072.74474,1.168,1.089,C65 H102 N O11 ,65,102,0,1,0,11,0
1073.309289,270.82,63151056,1073.308393,-0.897,-0.835,C79 H45 O3 S   ,79,45,0,0,0,3,1
1074.266456,530.76,1432534,1074.267256,0.8,0.745,C77 H40 N O4 S ,77,40,0,1,0,4,1
1074.285977,518.5,1731542,1074.285014,-0.963,-0.896,C77 H40 N O6   ,77,40,0,1,0,6,0
1074.30887,355.22,43228116,1074.309098,0.229,0.213,C78 H41 N3 Na O2,78,41,0,3,1,2,0
1074.769889,-1000.0,1375193,1074.769773,-0.117,-0.109,C76 H100 N O3  ,76,100,0,1,0,3,0
1075.22936,485.82,1176541,1075.230143,0.783,0.728,C80 H35 O3 S   ,80,35,0,0,0,3,1
1075.28974,421.25,3566557,1075.290159,0.42,0.39,C74 H43 O9     ,74,43,0,0,0,9,0
1075.297872,365.04,3292125,1075.297137,-0.735,-0.684,C83 H40 Na O   ,83,40,0,0,1,1,0
1075.306519,362.52,22715356,1075.306753,0.234,0.217,C79 H39 N4 O2  ,79,39,0,4,0,2,0
1075.675927,-1000.0,1653728,1075.675144,-0.783,-0.728,C81 H87 O      ,81,87,0,0,0,1,0
1075.71794,64.67,49781728,1075.717403,-0.537,-0.499,C75 H95 O5     ,75,95,0,0,0,5,0
1076.287795,411.86,2513892,1076.288363,0.568,0.528,C77 H39 N3 Na O3,77,39,0,3,1,3,0
1076.29648,354.65,1942500,1076.295757,-0.723,-0.672,C79 H43 N Na O S,79,43,0,1,1,1,1
1076.304991,232.33,16292836,1076.304036,-0.955,-0.887,C74 H46 N O6 S ,74,46,0,1,0,6,1
1077.268227,357.21,8133610,1077.268259,0.032,0.03,C78 H37 N4 O S ,78,37,0,4,0,1,1
1077.887564,416.42,2214894,1077.887574,0.01,0.01,C73 H118 K N2 O,73,118,1,2,0,1,0
1078.267583,375.25,5577712,1078.267627,0.044,0.041,C76 H37 N3 Na O4,76,37,0,3,1,4,0
1078.284283,548.46,1389552,1078.285289,1.006,0.933,C82 H36 N3 O   ,82,36,0,3,0,1,0
1078.746456,147.16,2509811,1078.746929,0.473,0.438,C75 H100 N O2 S,75,100,0,1,0,2,1
1079.252832,252.13,1178613,1079.251795,-1.037,-0.961,C73 H40 K N2 O6,73,40,1,2,0,6,0
1079.265069,443.02,3812342,1079.265282,0.213,0.197,C77 H35 N4 O4  ,77,35,0,4,0,4,0
1079.749824,-1000.0,2780152,1079.75004,0.216,0.201,C76 H95 N4 O   ,76,95,0,4,0,1,0
1081.919076,510.09,4119555,1081.918874,-0.202,-0.187,C73 H122 K N2 O,73,122,1,2,0,1,0
1081.934261,652.33,1206275,1081.934395,0.135,0.125,C73 H125 O3 S  ,73,125,0,0,0,3,1
1083.220965,-1000.0,1205258,1083.221309,0.344,0.318,C79 H31 N4 O S ,79,31,0,4,0,1,1
1083.934576,49.18,19700748,1083.934525,-0.051,-0.047,C73 H124 K N2 O,73,124,1,2,0,1,0
1084.786256,525.13,1393681,1084.786485,0.229,0.211,C73 H102 N3 O4 ,73,102,0,3,0,4,0
1085.309057,263.63,2939923,1085.308393,-0.664,-0.612,C80 H45 O3 S   ,80,45,0,0,0,3,1
1086.77272,131.8,2378778,1086.773144,0.424,0.39,C74 H104 N O3 S,74,104,0,1,0,3,1
1087.289146,593.97,1821725,1087.290159,1.014,0.932,C75 H43 O9     ,75,43,0,0,0,9,0
1087.622077,-1000.0,1535006,1087.621097,-0.98,-0.901,C75 H84 Na O5  ,75,84,0,0,1,5,0
1087.666595,59.69,18619422,1087.667098,0.504,0.463,C72 H87 N4 O5  ,72,87,0,4,0,5,0
1088.030137,-1000.0,1177632,1088.028965,-1.173,-1.078,C73 H135 N2 O S,73,135,0,2,0,1,1
1089.697035,503.58,1748008,1089.696667,-0.368,-0.338,C75 H93 O6     ,75,93,0,0,0,6,0
1089.992351,202.38,1350698,1089.991219,-1.132,-1.038,C74 H130 Na O3 ,74,130,0,0,1,3,0
1090.927583,-1000.0,1297455,1090.927336,-0.247,-0.226,C72 H120 N3 O4 ,72,120,0,3,0,4,0
1090.996267,-1000.0,1739823,1090.995107,-1.16,-1.063,C58 H20 K O19 S,58,20,1,0,0,19,1
1091.284105,379.49,1973297,1091.283909,-0.196,-0.18,C79 H39 N4 O S ,79,39,0,4,0,1,1
1091.712462,172.66,2411571,1091.712317,-0.144,-0.132,C75 H95 O6     ,75,95,0,0,0,6,0
1091.770488,-1000.0,1266739,1091.769832,-0.656,-0.601,C73 H103 O7    ,73,103,0,0,0,7,0
1091.817344,-1000.0,1178675,1091.817451,0.107,0.098,C73 H107 N2 O5 ,73,107,0,2,0,5,0
1091.84758,-1000.0,1182772,1091.847312,-0.269,-0.246,C73 H111 N4 O S,73,111,0,4,0,1,1
1091.968604,-1000.0,2829364,1091.968866,0.262,0.24,C70 H127 N2 O6 ,70,127,0,2,0,6,0
1094.319797,-1000.0,1209410,1094.319961,0.164,0.15,C80 H44 N3 O S ,80,44,0,3,0,1,1
1096.267667,461.58,2301008,1096.266862,-0.805,-0.734,C83 H38 N O S  ,83,38,0,1,0,1,1
1096.761254,307.03,1375315,1096.760961,-0.293,-0.267,C66 H107 N Na O8 S,66,107,0,1,1,8,1
1096.767202,213.5,4635732,1096.767125,-0.077,-0.071,C77 H103 K N O ,77,103,1,1,0,1,0
1097.265747,96.28,4709463,1097.26623,0.483,0.44,C81 H38 Na O4  ,81,38,0,0,1,4,0
1097.269773,145.21,3132503,1097.268636,-1.137,-1.036,C83 H37 O4     ,83,37,0,0,0,4,0
1097.756173,148.41,1633371,1097.756765,0.593,0.54,C79 H101 O S   ,79,101,0,0,0,1,1
1098.25471,193.38,1330271,1098.253989,-0.721,-0.657,C84 H32 N3 O   ,84,32,0,3,0,1,0
1098.758107,-1000.0,1645667,1098.757623,-0.484,-0.441,C75 H101 K N3 O,75,101,1,3,0,1,0
1098.763333,-1000.0,2456676,1098.763344,0.011,0.01,C71 H101 N3 Na O5,71,101,0,3,1,5,0
1098.768712,-1000.0,2636900,1098.769773,1.06,0.965,C78 H100 N O3  ,78,100,0,1,0,3,0
1098.812975,-1000.0,1350756,1098.812031,-0.943,-0.858,C72 H108 N O7  ,72,108,0,1,0,7,0
1100.255355,623.16,1180785,1100.256,0.645,0.586,C83 H35 N Na O2,83,35,0,1,1,2,0
1100.99494,-1000.0,1199224,1100.994353,-0.588,-0.534,C73 H130 N O5  ,73,130,0,1,0,5,0
1103.293533,240.86,6331538,1103.294457,0.924,0.837,C86 H39 O2     ,86,39,0,0,0,2,0
1103.710636,-1000.0,1279126,1103.709815,-0.821,-0.744,C80 H95 O S    ,80,95,0,0,0,1,1
1103.733099,65.13,3046551,1103.733447,0.348,0.315,C73 H99 O8     ,73,99,0,0,0,8,0
1103.784677,390.85,1866903,1103.785088,0.411,0.373,C78 H103 O4    ,78,103,0,0,0,4,0
1103.793429,95.24,8608919,1103.793916,0.487,0.441,C75 H104 N2 Na O3,75,104,0,2,1,3,0
1104.286021,379.24,1219742,1104.285683,-0.338,-0.306,C80 H38 N3 O4  ,80,38,0,3,0,4,0
1104.292459,215.19,9231518,1104.293077,0.618,0.56,C82 H42 N O2 S ,82,42,0,1,0,2,1
1104.780517,395.59,1735844,1104.780337,-0.18,-0.163,C77 H102 N O4  ,77,102,0,1,0,4,0
1105.274249,256.41,1305770,1105.273721,-0.528,-0.478,C85 H37 O3     ,85,37,0,0,0,3,0
1105.279612,170.07,2366635,1105.279595,-0.018,-0.016,C78 H41 O8     ,78,41,0,0,0,8,0
1105.790189,257.7,5471410,1105.790842,0.653,0.591,C80 H101 N2 O  ,80,101,0,2,0,1,0
1106.779205,146.53,1252544,1106.778229,-0.976,-0.882,C77 H104 N O2 S,77,104,0,1,0,2,1
1109.14182,-1000.0,1175782,1109.142726,0.906,0.817,C74 H151 K N O ,74,151,1,1,0,1,0
1110.08063,-1000.0,1301750,1110.080725,0.096,0.086,C71 H145 O5 S  ,71,145,0,0,0,5,1
1111.781314,-1000.0,1381655,1111.781395,0.081,0.073,C74 H108 K N2 O S,74,108,1,2,0,1,1
1111.812371,157.29,4119832,1111.81264,0.27,0.243,C78 H103 N4 O  ,78,103,0,4,0,1,0
1113.302439,-1000.0,1234232,1113.303308,0.868,0.78,C81 H45 O4 S   ,81,45,0,0,0,4,1
1118.024372,393.69,2325935,1118.024925,0.553,0.494,C78 H133 O3    ,78,133,0,0,0,3,0
1121.777256,-1000.0,1191461,1121.777895,0.639,0.57,C78 H105 O3 S  ,78,105,0,0,0,3,1
1125.899949,181.52,2272961,1125.899724,-0.225,-0.2,C80 H117 O3    ,80,117,0,0,0,3,0
1128.298436,447.78,1191722,1128.298534,0.098,0.087,C84 H39 N3 Na O,84,39,0,3,1,1,0
1128.321655,368.61,10133291,1128.322069,0.414,0.367,C83 H42 N3 O3  ,83,42,0,3,0,3,0
1129.320873,151.37,5463899,1129.32134,0.467,0.413,C87 H41 N2 O   ,87,41,0,2,0,1,0
1129.696346,-1000.0,1494892,1129.696942,0.596,0.527,C83 H89 N2 O   ,83,89,0,2,0,1,0
1130.596148,-1000.0,1417113,1130.595885,-0.263,-0.232,C81 H77 N3 Na O,81,77,0,3,1,1,0
1130.835248,145.08,2199461,1130.835744,0.496,0.438,C77 H112 N O3 S,77,112,0,1,0,3,1
1130.913117,-1000.0,1314729,1130.914123,1.006,0.89,C76 H121 K N3 O,76,121,1,3,0,1,0
1131.316656,209.44,3907518,1131.316374,-0.282,-0.249,C77 H47 O10    ,77,47,0,0,0,10,0
1131.780753,620.67,1396695,1131.78134,0.587,0.519,C80 H99 N4 O   ,80,99,0,4,0,1,0
1132.637664,-1000.0,1261573,1132.636687,-0.977,-0.863,C83 H83 N Na O ,83,83,0,1,1,1,0
1133.218466,207.02,1249317,1133.218332,-0.134,-0.118,C82 H29 N4 O4  ,82,29,0,4,0,4,0
1133.229788,422.31,2588710,1133.229845,0.057,0.05,C83 H34 Na O5  ,83,34,0,0,1,5,0
1133.277129,339.07,103391272,1133.277464,0.334,0.295,C83 H38 N2 Na O3,83,38,0,2,1,3,0
1133.293265,359.03,2531369,1133.292872,-0.393,-0.347,C84 H42 K N2 O ,84,42,1,2,0,1,0
1133.301258,477.53,2564138,1133.300999,-0.259,-0.228,C82 H41 N2 O5  ,82,41,0,2,0,5,0
1133.777162,284.89,4448325,1133.777895,0.733,0.646,C79 H105 O3 S  ,79,105,0,0,0,3,1
