Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
932.225609,187.53,3648979,932.225392,-0.218,-0.233,C67 H34 N O3 S ,67,34,0,1,0,3,1
932.662425,472.31,1269256,932.661976,-0.45,-0.482,C52 H95 N Na O9 S,52,95,0,1,1,9,1
932.671416,663.37,1218057,932.670393,-1.023,-1.097,C68 H86 N O    ,68,86,0,1,0,1,0
932.729344,518.57,4943376,932.728873,-0.471,-0.505,C61 H99 N Na O2 S,61,99,0,1,1,2,1
932.765458,410.69,1384981,932.765259,-0.2,-0.214,C62 H103 N Na O S,62,103,0,1,1,1,1
933.20486,137.3,1287754,933.205384,0.525,0.562,C62 H33 N2 O6 S,62,33,0,2,0,6,1
933.277702,436.51,1252947,933.278155,0.453,0.485,C64 H41 N2 O4 S,64,41,0,2,0,4,1
933.61738,182.38,4148860,933.618023,0.643,0.689,C67 H81 O3     ,67,81,0,0,0,3,0
933.638334,136.95,3632766,933.639152,0.818,0.877,C64 H85 O5     ,64,85,0,0,0,5,0
933.647249,167.88,1214079,933.64798,0.731,0.783,C61 H86 N2 Na O4,61,86,0,2,1,4,0
933.719682,627.72,2109064,933.719134,-0.548,-0.587,C60 H93 N4 O4  ,60,93,0,4,0,4,0
933.755314,466.36,1580684,933.755519,0.206,0.22,C61 H97 N4 O3  ,61,97,0,4,0,3,0
934.708588,487.31,15167232,934.708138,-0.45,-0.482,C60 H97 N Na O3 S,60,97,0,1,1,3,1
935.56066,-1000.0,1576806,935.560902,0.242,0.259,C65 H75 O5     ,65,75,0,0,0,5,0
935.707564,496.82,1855352,935.70741,-0.154,-0.165,C64 H96 Na O S ,64,96,0,0,1,1,1
936.620765,460.38,1396710,936.620144,-0.621,-0.663,C60 H87 K N3 O S,60,87,1,3,0,1,1
936.691882,105.28,5222383,936.69231,0.428,0.457,C57 H94 N O9   ,57,94,0,1,0,9,0
936.707322,267.18,7073777,936.707566,0.244,0.26,C61 H94 N O6   ,61,94,0,1,0,6,0
936.724355,42.39,227373040,936.723788,-0.567,-0.605,C60 H99 N Na O3 S,60,99,0,1,1,3,1
936.740503,617.47,4239349,936.739929,-0.574,-0.613,C57 H98 N3 O7  ,57,98,0,3,0,7,0
937.270611,92.21,3203125,937.271316,0.705,0.752,C69 H38 Na O3  ,69,38,0,0,1,3,0
937.611728,539.69,1405022,937.612286,0.558,0.595,C58 H85 N2 O6 S,58,85,0,2,0,6,1
938.78516,-1000.0,1495275,938.786091,0.931,0.992,C65 H100 N3 O  ,65,100,0,3,0,1,0
938.87789,-1000.0,1200374,938.877586,-0.304,-0.323,C62 H113 N3 Na O,62,113,0,3,1,1,0
939.600016,600.0,1195341,939.60103,1.014,1.079,C62 H80 N2 Na O4,62,80,0,2,1,4,0
939.624161,547.45,1573200,939.624565,0.404,0.43,C61 H83 N2 O6  ,61,83,0,2,0,6,0
939.664077,597.53,1298773,939.664973,0.896,0.953,C67 H87 O3     ,67,87,0,0,0,3,0
939.701093,562.54,1243481,939.701359,0.266,0.283,C68 H91 O2     ,68,91,0,0,0,2,0
940.68319,520.78,1614288,940.682317,-0.873,-0.928,C58 H95 N Na O5 S,58,95,0,1,1,5,1
940.695884,427.33,3592657,940.696608,0.723,0.769,C67 H90 N O2   ,67,90,0,1,0,2,0
941.607126,646.2,1292863,941.607852,0.726,0.771,C65 H81 O5     ,65,81,0,0,0,5,0
941.662609,293.63,1151557,941.662865,0.256,0.272,C67 H89 O S    ,67,89,0,0,0,1,1
941.67982,106.08,4969032,941.680623,0.803,0.852,C67 H89 O3     ,67,89,0,0,0,3,0
941.724521,569.98,4723277,941.724219,-0.302,-0.32,C62 H93 N4 O3  ,62,93,0,4,0,3,0
941.773989,-1000.0,1147475,941.774524,0.534,0.567,C66 H101 O3    ,66,101,0,0,0,3,0
942.242162,344.53,1434251,942.242756,0.594,0.63,C72 H32 N O2   ,72,32,0,1,0,2,0
942.699631,80.26,3384002,942.700373,0.742,0.787,C60 H96 N O5 S ,60,96,0,1,0,5,1
943.24517,164.42,2532100,943.245495,0.325,0.344,C67 H36 Na O5  ,67,36,0,0,1,5,0
943.6014,154.97,1641263,943.602373,0.973,1.031,C68 H79 O3     ,68,79,0,0,0,3,0
943.622519,-1000.0,1749809,943.623502,0.983,1.042,C65 H83 O5     ,65,83,0,0,0,5,0
943.736186,336.97,5174079,943.73603,-0.156,-0.165,C65 H99 O2 S   ,65,99,0,0,0,2,1
943.740172,36.92,49247040,943.739869,-0.302,-0.32,C62 H95 N4 O3  ,62,95,0,4,0,3,0
943.757043,406.81,1246017,943.757159,0.116,0.123,C62 H103 O4 S  ,62,103,0,0,0,4,1
945.369768,-1000.0,1379332,945.370302,0.534,0.565,C70 H50 Na O2  ,70,50,0,0,1,2,0
946.745286,231.63,6780074,946.744523,-0.762,-0.805,C62 H101 N Na O2 S,62,101,0,1,1,2,1
947.595587,147.62,3503376,947.594882,-0.705,-0.744,C65 H80 Na O4  ,65,80,0,0,1,4,0
947.636191,402.14,1211669,947.637044,0.853,0.9,C65 H87 O3 S   ,65,87,0,0,0,3,1
947.654114,98.8,28013846,947.654802,0.689,0.727,C65 H87 O5     ,65,87,0,0,0,5,0
947.829499,419.26,1463596,947.830301,0.802,0.846,C63 H108 N2 Na O2,63,108,0,2,1,2,0
948.228384,447.7,1762652,948.228168,-0.216,-0.228,C69 H30 N3 O3  ,69,30,0,3,0,3,0
948.653204,189.8,2274704,948.653423,0.218,0.23,C61 H90 N O5 S ,61,90,0,1,0,5,1
948.723801,642.61,2872728,948.722822,-0.979,-1.032,C66 H94 N O3   ,66,94,0,1,0,3,0
948.727803,253.61,2938265,948.728696,0.892,0.941,C59 H98 N O8   ,59,98,0,1,0,8,0
948.731443,508.49,1414553,948.73165,0.207,0.219,C63 H95 N3 Na O2,63,95,0,3,1,2,0
948.760529,150.81,4478365,948.760173,-0.355,-0.375,C62 H103 N Na O2 S,62,103,0,1,1,2,1
949.225997,157.54,2586069,949.225034,-0.963,-1.014,C71 H30 N2 Na O,71,30,0,2,1,1,0
949.72077,584.22,1414672,949.71984,-0.93,-0.979,C65 H98 K O2   ,65,98,1,0,0,2,0
949.725615,574.56,3266065,949.725465,-0.15,-0.158,C67 H97 O S    ,67,97,0,0,0,1,1
949.729062,204.04,3429906,949.729305,0.243,0.256,C64 H93 N4 O2  ,64,93,0,4,0,2,0
949.798341,178.83,1451546,949.798333,-0.009,-0.009,C63 H106 Na O4 ,63,106,0,0,1,4,0
949.844984,-1000.0,1271327,949.845951,0.967,1.018,C63 H110 N2 Na O2,63,110,0,2,1,2,0
950.225383,-1000.0,2668109,950.22606,0.677,0.713,C69 H32 N3 O S ,69,32,0,3,0,1,1
950.703065,621.69,1996423,950.702087,-0.978,-1.029,C65 H92 N O4   ,65,92,0,1,0,4,0
952.719415,97.87,20117370,952.718703,-0.712,-0.747,C60 H99 N Na O4 S,60,99,0,1,1,4,1
953.679558,534.66,1216495,953.679972,0.414,0.434,C60 H93 N2 O5 S,60,93,0,2,0,5,1
954.093418,-1000.0,1138721,954.092458,-0.96,-1.006,C68 H21 K N O2 S,68,21,1,1,0,2,1
955.250467,389.73,1167532,955.251272,0.805,0.843,C67 H39 O5 S   ,67,39,0,0,0,5,1
955.25548,499.88,1865901,955.255111,-0.369,-0.386,C64 H35 N4 O6  ,64,35,0,4,0,6,0
955.657006,524.9,1278173,955.657482,0.476,0.498,C65 H88 Na O4  ,65,88,0,0,1,4,0
955.687895,528.73,2275553,955.687495,-0.401,-0.419,C62 H96 K N2 O S,62,96,1,2,0,1,1
955.754466,267.33,4765929,955.753788,-0.678,-0.709,C66 H99 O4     ,66,99,0,0,0,4,0
956.252503,238.74,4454693,956.251977,-0.525,-0.549,C66 H35 N3 Na O4,66,35,0,3,1,4,0
956.256799,142.1,2914598,956.256,-0.799,-0.836,C71 H35 N Na O2,71,35,0,1,1,2,0
956.688267,651.74,1589594,956.689116,0.85,0.888,C65 H91 N Na O3,65,91,0,1,1,3,0
956.692239,616.62,2435418,956.691522,-0.717,-0.749,C67 H90 N O3   ,67,90,0,1,0,3,0
956.752021,392.44,5790050,956.752408,0.388,0.405,C62 H102 N O4 S,62,102,0,1,0,4,1
957.192402,-1000.0,1714583,957.192117,-0.285,-0.298,C69 H25 N4 O3  ,69,25,0,4,0,3,0
957.241436,203.07,1546652,957.242421,0.985,1.029,C73 H33 O3     ,73,33,0,0,0,3,0
957.250173,431.2,2427294,957.249632,-0.541,-0.565,C67 H33 N4 O4  ,67,33,0,4,0,4,0
957.637102,-1000.0,1620428,957.636747,-0.355,-0.371,C64 H86 Na O5  ,64,86,0,0,1,5,0
957.666904,390.72,1593808,957.666607,-0.297,-0.31,C64 H90 N2 Na O S,64,90,0,2,1,1,1
957.676349,598.19,1214929,957.675538,-0.811,-0.847,C67 H89 O4     ,67,89,0,0,0,4,0
957.683072,425.83,3488210,957.682748,-0.323,-0.338,C61 H89 N4 O5  ,61,89,0,4,0,5,0
957.71122,654.5,1370581,957.711923,0.704,0.735,C68 H93 O3     ,68,93,0,0,0,3,0
957.719474,599.44,2623958,957.719134,-0.34,-0.355,C62 H93 N4 O4  ,62,93,0,4,0,4,0
957.732558,647.32,1638872,957.733053,0.494,0.516,C65 H97 O5     ,65,97,0,0,0,5,0
957.741814,682.74,1550809,957.74188,0.067,0.069,C62 H98 N2 Na O4,62,98,0,2,1,4,0
957.751688,675.16,1681882,957.75168,-0.008,-0.008,C66 H101 O2 S  ,66,101,0,0,0,2,1
957.839275,510.34,1192420,957.839803,0.529,0.552,C66 H110 Na O2 ,66,110,0,0,1,2,0
957.869435,487.28,1225192,957.869212,-0.223,-0.233,C58 H117 O9    ,58,117,0,0,0,9,0
959.690431,142.25,3619523,959.691188,0.756,0.788,C67 H91 O4     ,67,91,0,0,0,4,0
959.735341,345.59,4053705,959.734784,-0.557,-0.58,C62 H95 N4 O4  ,62,95,0,4,0,4,0
959.86371,-1000.0,1166040,959.863732,0.022,0.023,C61 H115 O7    ,61,115,0,0,0,7,0
960.760742,487.87,3046212,960.760173,-0.569,-0.592,C63 H103 N Na O2 S,63,103,0,1,1,2,1
961.612446,59.87,3873706,961.612938,0.491,0.511,C68 H81 O4     ,68,81,0,0,0,4,0
961.751006,544.19,4717499,961.752051,1.045,1.087,C65 H98 N2 Na O2,65,98,0,2,1,2,0
962.740513,445.87,1346609,962.73959,-0.923,-0.959,C59 H105 K N O4 S,59,105,1,1,0,4,1
963.256379,-1000.0,1160303,963.256357,-0.022,-0.022,C69 H39 O4 S   ,69,39,0,0,0,4,1
963.557252,157.16,1629331,963.557154,-0.098,-0.101,C67 H71 N4 O2  ,67,71,0,4,0,2,0
963.573481,462.66,2342037,963.574444,0.963,1.0,C67 H79 O3 S   ,67,79,0,0,0,3,1
963.591734,93.71,63798424,963.592202,0.468,0.486,C67 H79 O5     ,67,79,0,0,0,5,0
963.60904,398.73,1801369,963.608424,-0.617,-0.64,C66 H84 Na O2 S,66,84,0,0,1,2,1
964.720357,519.63,1139998,964.721108,0.752,0.779,C63 H98 N O4 S ,63,98,0,1,0,4,1
964.751367,362.13,1260833,964.751717,0.35,0.363,C65 H99 N Na O3,65,99,0,1,1,3,0
964.755888,45.41,8535330,964.755088,-0.8,-0.829,C62 H103 N Na O3 S,62,103,0,1,1,3,1
964.904196,77.22,2608436,964.904886,0.69,0.715,C56 H122 N3 O6 S,56,122,0,3,0,6,1
965.680159,362.31,1586576,965.680623,0.464,0.481,C69 H89 O3     ,69,89,0,0,0,3,0
965.731095,529.44,1199510,965.731613,0.518,0.536,C66 H97 N2 O S ,66,97,0,2,0,1,1
966.645669,167.03,1199619,966.64536,-0.309,-0.319,C60 H88 N O9   ,60,88,0,1,0,9,0
966.697477,568.39,2403849,966.697001,-0.475,-0.492,C65 H92 N O5   ,65,92,0,1,0,5,0
966.714496,590.11,2940427,966.714108,-0.388,-0.401,C57 H96 N3 O9  ,57,96,0,3,0,9,0
968.506628,-1000.0,2088671,968.507093,0.465,0.48,C67 H70 N O3 S ,67,70,0,1,0,3,1
968.727252,86.13,29130490,968.727908,0.655,0.676,C69 H94 N O2   ,69,94,0,1,0,2,0
968.731281,444.05,5668602,968.731279,-0.002,-0.003,C66 H98 N O2 S ,66,98,0,1,0,2,1
969.236317,-1000.0,1218358,969.235993,-0.324,-0.335,C67 H34 N2 Na O5,67,34,0,2,1,5,0
969.711164,89.44,4530030,969.711923,0.759,0.783,C69 H93 O3     ,69,93,0,0,0,3,0
971.652965,151.89,21430354,971.652397,-0.568,-0.585,C65 H88 Na O5  ,65,88,0,0,1,5,0
973.70665,383.74,2396482,973.706838,0.188,0.193,C68 H93 O4     ,68,93,0,0,0,4,0
974.75563,482.8,1356220,974.754846,-0.784,-0.804,C64 H105 K N O S,64,105,1,1,0,1,1
974.776921,128.62,5538238,974.775975,-0.945,-0.97,C61 H109 K N O3 S,61,109,1,1,0,3,1
974.812883,505.68,1563074,974.812209,-0.674,-0.691,C65 H109 N Na O S,65,109,0,1,1,1,1
975.685444,203.3,4080167,975.686102,0.658,0.675,C67 H91 O5     ,67,91,0,0,0,5,0
975.730088,439.7,2576940,975.729699,-0.39,-0.399,C62 H95 N4 O5  ,62,95,0,4,0,5,0
977.643325,-1000.0,1950473,977.644238,0.913,0.934,C69 H85 O4     ,69,85,0,0,0,4,0
977.664266,-1000.0,1186571,977.664716,0.45,0.46,C58 H93 N2 O8 S,58,93,0,2,0,8,1
977.75952,487.38,1354518,977.759267,-0.253,-0.259,C65 H101 O6    ,65,101,0,0,0,6,0
977.79582,-1000.0,1194778,977.795653,-0.167,-0.171,C66 H105 O5    ,66,105,0,0,0,5,0
977.83024,637.09,1766174,977.829633,-0.608,-0.621,C65 H110 Na O4 ,65,110,0,0,1,4,0
978.429282,-1000.0,1225571,978.428303,-0.979,-1.001,C68 H61 K N O3 ,68,61,1,1,0,3,0
978.735254,497.63,1790854,978.734353,-0.901,-0.921,C62 H101 N Na O4 S,62,101,0,1,1,4,1
978.772293,522.62,1721226,978.773144,0.851,0.87,C65 H104 N O3 S,65,104,0,1,0,3,1
979.586844,-1000.0,1930215,979.587117,0.273,0.278,C67 H79 O6     ,67,79,0,0,0,6,0
979.721463,676.62,1350646,979.722111,0.648,0.662,C65 H95 N4 O S ,65,95,0,4,0,1,1
979.834567,124.64,2491395,979.835387,0.82,0.837,C67 H108 N2 Na O,67,108,0,2,1,1,0
979.891798,100.89,5620745,979.891285,-0.513,-0.524,C62 H115 N4 O4 ,62,115,0,4,0,4,0
979.960694,-1000.0,1244177,979.960216,-0.478,-0.488,C67 H127 O S   ,67,127,0,0,0,1,1
980.263388,422.69,1510451,980.264279,0.891,0.909,C68 H38 N O7   ,68,38,0,1,0,7,0
980.28259,284.04,15434806,980.282906,0.316,0.322,C69 H42 N O4 S ,69,42,0,1,0,4,1
980.377334,-1000.0,1263680,980.376807,-0.527,-0.537,C68 H54 N O4 S ,68,54,0,1,0,4,1
980.715639,443.11,1410151,980.716023,0.383,0.391,C63 H98 N O5 S ,63,98,0,1,0,5,1
980.751053,45.29,62620780,980.750003,-1.05,-1.071,C62 H103 N Na O4 S,62,103,0,1,1,4,1
980.769271,450.04,1379437,980.770166,0.896,0.913,C64 H102 N O6  ,64,102,0,1,0,6,0
981.281753,274.53,9110695,981.282178,0.425,0.433,C73 H41 O2 S   ,73,41,0,0,0,2,1
982.273825,342.81,1185046,982.274056,0.231,0.235,C75 H36 N O2   ,75,36,0,1,0,2,0
982.278954,238.26,5522711,982.279929,0.975,0.993,C68 H40 N O7   ,68,40,0,1,0,7,0
982.282719,486.58,1754391,982.282884,0.164,0.167,C72 H37 N3 Na O,72,37,0,3,1,1,0
982.73829,571.71,1348938,982.737281,-1.009,-1.026,C60 H101 K N3 O5,60,101,1,3,0,5,0
982.742845,414.4,1627467,982.743558,0.713,0.726,C70 H96 N O2   ,70,96,0,1,0,2,0
983.204849,400.86,8144255,983.203928,-0.922,-0.937,C74 H31 O2 S   ,74,31,0,0,0,2,1
983.278298,305.84,3491207,983.279201,0.903,0.918,C72 H39 O5     ,72,39,0,0,0,5,0
983.728401,563.8,1396153,983.727573,-0.828,-0.841,C70 H95 O3     ,70,95,0,0,0,3,0
983.881588,-1000.0,1160650,983.88236,0.772,0.785,C64 H119 O4 S  ,64,119,0,0,0,4,1
985.201893,418.15,3049053,985.202288,0.395,0.401,C74 H25 N4 O   ,74,25,0,4,0,1,0
985.237767,316.46,151094880,985.237336,-0.431,-0.438,C74 H33 O4     ,74,33,0,0,0,4,0
985.679155,128.96,2414225,985.67928,0.125,0.126,C65 H90 N2 Na O4,65,90,0,2,1,4,0
985.710168,117.84,12093077,985.710209,0.042,0.042,C66 H97 O4 S   ,66,97,0,0,0,4,1
985.714799,68.14,109151896,985.715666,0.867,0.879,C66 H94 N2 Na O3,66,94,0,2,1,3,0
985.932282,-1000.0,1304237,985.93199,-0.292,-0.297,C63 H126 Na O3 S,63,126,0,0,1,3,1
986.237484,247.44,91588304,986.238458,0.974,0.988,C66 H36 N O9   ,66,36,0,1,0,9,0
986.27007,-1000.0,1218258,986.269936,-0.134,-0.136,C69 H41 N Na O3 S,69,41,0,1,1,3,1
986.698885,437.13,2004737,986.699681,0.796,0.807,C66 H93 N Na O4,66,93,0,1,1,4,0
986.736247,371.64,2647814,986.736067,-0.181,-0.183,C67 H97 N Na O3,67,97,0,1,1,3,0
986.743123,498.86,1357574,986.742092,-1.031,-1.045,C57 H105 K N O9,57,105,1,1,0,9,0
987.230492,399.21,7571260,987.229451,-1.041,-1.054,C75 H32 Na O2  ,75,32,0,0,1,2,0
987.234317,262.98,54363964,987.235228,0.911,0.923,C74 H35 O2 S   ,74,35,0,0,0,2,1
987.613456,108.57,11683685,987.613331,-0.125,-0.126,C66 H83 O7     ,66,83,0,0,0,7,0
988.215863,368.05,1709991,988.215221,-0.642,-0.65,C69 H34 N O5 S ,69,34,0,1,0,5,1
988.234156,196.88,32606120,988.233944,-0.211,-0.214,C64 H39 N Na O7 S,64,39,0,1,1,7,1
988.792621,354.81,2127846,988.791626,-0.995,-1.007,C62 H111 K N O3 S,62,111,1,1,0,3,1
990.675264,550.69,1910960,990.675872,0.608,0.614,C70 H88 N O3   ,70,88,0,1,0,3,0
991.192738,-1000.0,1214696,991.193757,1.019,1.028,C72 H31 O4 S   ,72,31,0,0,0,4,1
991.22567,464.94,1505515,991.22612,0.45,0.454,C68 H35 N2 O5 S,68,35,0,2,0,5,1
991.230414,603.02,1480940,991.230143,-0.272,-0.274,C73 H35 O3 S   ,73,35,0,0,0,3,1
991.559193,122.05,2205967,991.559463,0.27,0.272,C70 H75 N2 O S ,70,75,0,2,0,1,1
991.622407,-1000.0,2332949,991.622851,0.444,0.448,C61 H87 N2 O7 S,61,87,0,2,0,7,1
991.661044,354.0,1388825,991.660853,-0.19,-0.192,C65 H92 Na O4 S,65,92,0,0,1,4,1
991.676717,297.39,3295515,991.676109,-0.608,-0.613,C69 H92 Na O S ,69,92,0,0,1,1,1
991.680857,89.86,20285724,991.681017,0.16,0.161,C67 H91 O6     ,67,91,0,0,0,6,0
991.737916,441.69,1265954,991.738532,0.616,0.622,C65 H99 O7     ,65,99,0,0,0,7,0
992.263895,257.3,7686489,992.264279,0.384,0.387,C69 H38 N O7   ,69,38,0,1,0,7,0
992.393677,-1000.0,1282407,992.394565,0.888,0.895,C69 H54 N O6   ,69,54,0,1,0,6,0
992.727506,546.83,5679499,992.727908,0.401,0.404,C71 H94 N O2   ,71,94,0,1,0,2,0
992.76397,611.34,7473550,992.764293,0.323,0.326,C72 H98 N O    ,72,98,0,1,0,1,0
992.786993,456.64,2668945,992.786388,-0.605,-0.609,C64 H107 N Na O3 S,64,107,0,1,1,3,1
993.255229,440.61,1485250,993.255424,0.195,0.196,C75 H38 K O    ,75,38,1,0,0,1,0
993.262091,138.47,8571331,993.261145,-0.946,-0.952,C71 H38 Na O5  ,71,38,0,0,1,5,0
993.71182,552.96,1534450,993.711923,0.104,0.104,C71 H93 O3     ,71,93,0,0,0,3,0
993.762185,480.12,7588343,993.762913,0.729,0.733,C68 H101 N2 O S,68,101,0,2,0,1,1
994.008696,-1000.0,1200657,994.008229,-0.467,-0.47,C64 H133 N2 O2 S,64,133,0,2,0,2,1
994.243233,247.83,1276457,994.243544,0.311,0.312,C68 H36 N O8   ,68,36,0,1,0,8,0
994.251422,214.17,1245738,994.250673,-0.749,-0.754,C74 H37 K N O  ,74,37,1,1,0,1,0
994.260692,214.92,5433899,994.259765,-0.927,-0.932,C67 H41 N Na O5 S,67,41,0,1,1,5,1
994.334821,305.86,5835315,994.334942,0.121,0.121,C71 H48 N O3 S ,71,48,0,1,0,3,1
994.339646,626.42,1206835,994.340398,0.753,0.757,C71 H45 N3 Na O2,71,45,0,3,1,2,0
994.743136,641.83,6376030,994.743558,0.422,0.424,C71 H96 N O2   ,71,96,0,1,0,2,0
994.760266,649.61,3721823,994.760664,0.398,0.4,C63 H100 N3 O6 ,63,100,0,3,0,6,0
995.241049,397.68,1559185,995.240313,-0.736,-0.739,C76 H35 O S    ,76,35,0,0,0,1,1
995.261881,489.66,1247891,995.261443,-0.439,-0.441,C73 H39 O3 S   ,73,39,0,0,0,3,1
995.329562,268.45,1194650,995.328589,-0.973,-0.978,C73 H48 K O2   ,73,48,1,0,0,2,0
995.333942,224.37,3779227,995.334214,0.272,0.273,C75 H47 O S    ,75,47,0,0,0,1,1
995.681202,-1000.0,1141439,995.681292,0.09,0.09,C72 H87 N2 O   ,72,87,0,2,0,1,0
995.740707,534.82,1505989,995.740576,-0.131,-0.132,C70 H100 K O   ,70,100,1,0,0,1,0
996.331529,197.18,2530050,996.331965,0.436,0.437,C70 H46 N O6   ,70,46,0,1,0,6,0
996.472466,517.05,1202960,996.473484,1.018,1.021,C69 H62 N3 O4  ,69,62,0,3,0,4,0
996.746286,444.85,9669420,996.747323,1.037,1.04,C64 H102 N O5 S,64,102,0,1,0,5,1
996.758859,468.59,22088494,996.759208,0.349,0.35,C71 H98 N O2   ,71,98,0,1,0,2,0
996.831492,-1000.0,1276725,996.831327,-0.165,-0.166,C65 H110 N3 O2 S,65,110,0,3,0,2,1
997.718971,501.94,1414031,997.719688,0.718,0.719,C72 H94 Na O   ,72,94,0,0,1,1,0
997.738207,344.25,1160081,997.739201,0.994,0.996,C66 H97 N2 O5  ,66,97,0,2,0,5,0
997.742843,639.37,3804050,997.743223,0.381,0.381,C71 H97 O3     ,71,97,0,0,0,3,0
998.292962,561.14,1188809,998.293471,0.509,0.51,C69 H44 N O5 S ,69,44,0,1,0,5,1
998.763095,28.21,31755256,998.762973,-0.122,-0.123,C64 H104 N O5 S,64,104,0,1,0,5,1
999.207751,444.1,1133605,999.208474,0.723,0.723,C76 H32 K O    ,76,32,1,0,0,1,0
999.234659,592.77,1254440,999.235228,0.569,0.569,C75 H35 O2 S   ,75,35,0,0,0,2,1
999.252662,650.97,1596458,999.252986,0.324,0.324,C75 H35 O4     ,75,35,0,0,0,4,0
999.27017,383.16,3312684,999.269208,-0.962,-0.963,C74 H40 Na O S ,74,40,0,0,1,1,1
999.289933,276.47,79924272,999.289372,-0.562,-0.562,C76 H39 O3     ,76,39,0,0,0,3,0
999.308443,483.24,2239535,999.308095,-0.348,-0.348,C71 H44 Na O5  ,71,44,0,0,1,5,0
999.525555,-1000.0,1780805,999.524791,-0.764,-0.764,C74 H67 N2 O   ,74,67,0,2,0,1,0
999.730652,449.97,1285210,999.731316,0.664,0.664,C67 H96 N2 Na O3,67,96,0,2,1,3,0
999.804065,301.57,1350753,999.804087,0.021,0.021,C69 H104 N2 Na O,69,104,0,2,1,1,0
1000.289561,232.0,44010640,1000.290494,0.932,0.932,C68 H42 N O8   ,68,42,0,1,0,8,0
1000.496584,-1000.0,1186982,1000.496922,0.338,0.338,C67 H70 N O5 S ,67,70,0,1,0,5,1
1000.792541,337.15,2620611,1000.791474,-1.067,-1.066,C66 H107 N Na O2 S,66,107,0,1,1,2,1
1001.21108,414.47,1789164,1001.211121,0.041,0.041,C77 H29 O3     ,77,29,0,0,0,3,0
1001.215878,282.1,1760493,1001.216343,0.465,0.465,C62 H37 N2 O10 S,62,37,0,2,0,10,1
1001.269176,163.68,4975858,1001.268636,-0.54,-0.539,C75 H37 O4     ,75,37,0,0,0,4,0
1001.282222,333.45,4001011,1001.281487,-0.735,-0.734,C77 H38 Na O   ,77,38,0,0,1,1,0
1001.286488,271.02,29134068,1001.287264,0.775,0.774,C76 H41 O S    ,76,41,0,0,0,1,1
1001.689511,137.1,1477915,1001.689451,-0.06,-0.06,C69 H90 N2 Na O2,69,90,0,2,1,2,0
1001.709746,117.64,11488541,1001.71058,0.834,0.832,C66 H94 N2 Na O4,66,94,0,2,1,4,0
1002.286295,181.34,14585174,1002.28598,-0.315,-0.314,C66 H45 N Na O6 S,66,45,0,1,1,6,1
1003.248565,292.41,13929907,1003.247901,-0.664,-0.662,C74 H35 O5     ,74,35,0,0,0,5,0
1003.26519,508.78,2538933,1003.264122,-1.068,-1.064,C73 H40 Na O2 S,73,40,0,0,1,2,1
1003.286464,121.11,2981303,1003.285404,-1.06,-1.056,C67 H48 K O5 S ,67,48,1,0,0,5,1
1003.726184,204.28,1224161,1003.72623,0.046,0.046,C66 H96 N2 Na O4,66,96,0,2,1,4,0
1004.248089,203.69,8113683,1004.249023,0.934,0.93,C66 H38 N O10  ,66,38,0,1,0,10,0
1004.720745,382.87,2281024,1004.721479,0.734,0.731,C65 H95 N3 Na O4,65,95,0,3,1,4,0
1004.729345,369.03,1609281,1004.728873,-0.471,-0.469,C67 H99 N Na O2 S,67,99,0,1,1,2,1
1004.824052,178.82,1863242,1004.823659,-0.394,-0.392,C59 H110 N3 O9 ,59,110,0,3,0,9,0
1005.227112,255.83,1523312,1005.227165,0.053,0.053,C73 H33 O6     ,73,33,0,0,0,6,0
1005.236636,298.18,1191537,1005.235993,-0.644,-0.64,C70 H34 N2 Na O5,70,34,0,2,1,5,0
1005.245153,160.91,4968050,1005.245793,0.64,0.636,C74 H37 O3 S   ,74,37,0,0,0,3,1
1006.779472,655.38,1183490,1006.779943,0.472,0.468,C73 H100 N O   ,73,100,0,1,0,1,0
1006.830693,-1000.0,1199879,1006.83103,0.336,0.334,C64 H109 N3 Na O4,64,109,0,3,1,4,0
1008.746733,271.73,1267640,1008.747323,0.59,0.585,C65 H102 N O5 S,65,102,0,1,0,5,1
1008.759147,260.87,3272633,1008.759208,0.06,0.06,C72 H98 N O2   ,72,98,0,1,0,2,0
1008.783012,405.64,2576315,1008.783708,0.696,0.69,C66 H106 N O4 S,66,106,0,1,0,4,1
1009.619158,-1000.0,1273863,1009.618811,-0.347,-0.344,C65 H85 O9     ,65,85,0,0,0,9,0
1009.667716,154.25,1406987,1009.668047,0.331,0.327,C68 H90 Na O5  ,68,90,0,0,1,5,0
1009.706244,-1000.0,1613839,1009.706838,0.594,0.588,C71 H93 O4     ,71,93,0,0,0,4,0
1009.756297,452.86,1267731,1009.756226,-0.071,-0.07,C71 H102 K O   ,71,102,1,0,0,1,0
1010.75288,520.26,1239148,1010.753077,0.198,0.195,C67 H100 N3 O2 S,67,100,0,3,0,2,1
1010.775228,589.95,2146415,1010.774858,-0.371,-0.367,C72 H100 N O2  ,72,100,0,1,0,2,0
1011.289921,59.03,3117212,1011.289372,-0.55,-0.544,C77 H39 O3     ,77,39,0,0,0,3,0
1011.441388,457.07,2183338,1011.440787,-0.601,-0.595,C74 H59 O4     ,74,59,0,0,0,4,0
1011.777328,664.25,2166983,1011.777597,0.269,0.266,C67 H104 Na O5 ,67,104,0,0,1,5,0
